1000, 250000, RANDOM, SKEWED, LARGEST_ORIGINAL_DEGREE_LAST
Vertex, Color, Original degree, Total colors used, Avg. original degree
0, 208, 743, 2e+02, 500
1, 221, 755
2, 174, 727
3, 212, 769
4, 225, 774
5, 218, 750
6, 219, 750
7, 220, 751
8, 205, 742
9, 222, 755
10, 211, 745
11, 216, 747
12, 182, 733
13, 200, 738
14, 212, 745
15, 190, 734
16, 194, 736
17, 105, 735
18, 206, 742
19, 78, 732
20, 180, 732
21, 223, 759
22, 176, 756
23, 187, 733
24, 217, 747
25, 112, 740
26, 153, 731
27, 221, 765
28, 199, 751
29, 215, 746
30, 206, 747
31, 193, 735
32, 194, 737
33, 202, 739
34, 156, 739
35, 159, 739
36, 69, 737
37, 182, 725
38, 179, 724
39, 177, 736
40, 198, 737
41, 203, 739
42, 187, 732
43, 179, 737
44, 86, 743
45, 224, 767
46, 197, 761
47, 207, 743
48, 192, 738
49, 201, 738
50, 209, 743
51, 142, 732
52, 188, 748
53, 193, 736
54, 79, 738
55, 195, 740
56, 176, 723
57, 195, 736
58, 174, 721
59, 207, 742
60, 213, 745
61, 159, 717
62, 185, 731
63, 184, 732
64, 177, 723
65, 178, 735
66, 204, 739
67, 201, 741
68, 173, 742
69, 171, 732
70, 143, 703
71, 133, 724
72, 196, 736
73, 182, 725
74, 71, 737
75, 189, 733
76, 98, 735
77, 170, 716
78, 166, 713
79, 175, 722
80, 183, 733
81, 159, 709
82, 191, 734
83, 199, 737
84, 200, 740
85, 167, 714
86, 192, 734
87, 162, 712
88, 197, 736
89, 166, 724
90, 181, 728
91, 170, 727
92, 185, 729
93, 210, 744
94, 198, 738
95, 186, 733
96, 156, 708
97, 214, 745
98, 188, 732
99, 113, 705
100, 163, 720
101, 101, 711
102, 145, 706
103, 173, 719
104, 168, 734
105, 165, 716
106, 172, 730
107, 114, 718
108, 161, 711
109, 68, 718
110, 160, 719
111, 154, 708
112, 123, 727
113, 169, 718
114, 160, 717
115, 137, 706
116, 110, 705
117, 172, 717
118, 186, 730
119, 156, 714
120, 147, 701
121, 164, 719
122, 183, 727
123, 155, 711
124, 163, 712
125, 184, 727
126, 157, 708
127, 87, 691
128, 99, 703
129, 111, 714
130, 90, 702
131, 158, 712
132, 178, 723
133, 158, 708
134, 141, 699
135, 88, 700
136, 164, 712
137, 136, 696
138, 146, 716
139, 131, 690
