1000, 250000, RANDOM, SKEWED, SMALLEST_LAST
Vertex, Color, Original degree, Degree when deleted, Total colors used, Avg. original degree, Max degree when deleted, Terminal clique size, Ordering runtime
0, 17, 743, 17, 2e+02, 500, 4e+02, 6e+01, 72726800
1, 51, 755, 51
2, 58, 727, 89
3, 49, 769, 72
4, 14, 774, 99
5, 66, 750, 104
6, 55, 750, 55
7, 42, 751, 42
8, 10, 742, 10
9, 19, 755, 19
10, 60, 745, 105
11, 38, 747, 38
12, 73, 733, 120
13, 41, 738, 41
14, 67, 745, 108
15, 18, 734, 18
16, 1, 736, 1
17, 52, 735, 52
18, 32, 742, 76
19, 44, 732, 77
20, 96, 732, 178
21, 4, 759, 65
22, 63, 756, 86
23, 43, 733, 43
24, 2, 747, 2
25, 28, 740, 28
26, 21, 731, 21
27, 45, 765, 105
28, 65, 751, 109
29, 54, 746, 54
30, 26, 747, 96
31, 12, 735, 94
32, 1, 737, 91
33, 50, 739, 50
34, 25, 739, 25
35, 7, 739, 142
36, 13, 737, 13
37, 37, 725, 37
38, 46, 724, 63
39, 80, 736, 134
40, 3, 737, 103
41, 36, 739, 70
42, 64, 732, 90
43, 82, 737, 137
44, 39, 743, 39
45, 31, 767, 31
46, 54, 761, 81
47, 20, 743, 97
48, 24, 738, 100
49, 89, 738, 156
50, 7, 743, 7
51, 8, 732, 8
52, 5, 748, 144
53, 42, 736, 133
54, 73, 738, 140
55, 40, 740, 95
56, 22, 723, 66
57, 56, 736, 56
58, 58, 721, 58
59, 53, 742, 53
60, 11, 745, 11
61, 60, 717, 60
62, 24, 731, 24
63, 61, 732, 61
64, 3, 723, 3
65, 85, 735, 147
66, 47, 739, 47
67, 10, 741, 71
68, 15, 742, 190
69, 43, 732, 82
70, 12, 703, 12
71, 23, 724, 23
72, 35, 736, 35
73, 37, 725, 85
74, 5, 737, 152
75, 29, 733, 29
76, 16, 735, 16
77, 69, 716, 111
78, 11, 713, 119
79, 18, 722, 92
80, 13, 733, 106
81, 94, 709, 165
82, 72, 734, 117
83, 70, 737, 151
84, 87, 740, 151
85, 51, 714, 186
86, 27, 734, 69
87, 78, 712, 131
88, 23, 736, 102
89, 116, 724, 224
90, 30, 728, 30
91, 59, 727, 59
92, 59, 729, 167
93, 0, 744, 0
94, 48, 738, 48
95, 51, 733, 130
96, 52, 708, 88
97, 56, 745, 68
98, 5, 732, 5
99, 28, 705, 114
100, 27, 720, 27
101, 100, 711, 182
102, 88, 706, 153
103, 15, 719, 93
104, 34, 734, 78
105, 27, 716, 215
106, 42, 730, 112
107, 55, 718, 236
108, 17, 711, 98
109, 104, 718, 232
110, 71, 719, 116
111, 6, 708, 6
112, 75, 727, 140
113, 107, 718, 196
114, 109, 717, 201
115, 92, 706, 185
116, 70, 705, 205
117, 57, 717, 57
118, 101, 730, 183
119, 38, 714, 155
120, 93, 701, 164
121, 57, 719, 122
122, 69, 727, 138
123, 62, 711, 145
124, 37, 712, 115
125, 63, 727, 123
126, 77, 708, 159
127, 77, 691, 129
128, 105, 703, 194
129, 100, 714, 218
130, 36, 702, 36
131, 6, 712, 209
132, 102, 723, 184
133, 82, 708, 168
134, 65, 699, 91
135, 16, 700, 200
136, 22, 712, 22
137, 14, 696, 14
138, 68, 716, 110
139, 112, 690, 226
140, 92, 709, 163
141, 32, 704, 32
142, 97, 704, 192
143, 83, 704, 168
144, 98, 713, 180
145, 9, 700, 83
146, 83, 700, 197
147, 40, 694, 40
148, 73, 719, 171
149, 79, 688, 132
150, 20, 695, 20
151, 72, 715, 259
152, 76, 683, 166
153, 35, 712, 175
154, 0, 702, 198
155, 76, 702, 128
156, 66, 698, 160
157, 19, 719, 67
158, 114, 716, 216
159, 33, 724, 33
160, 90, 707, 158
161, 1, 673, 222
162, 15, 718, 15
163, 30, 724, 87
164, 41, 682, 77
165, 52, 714, 173
166, 9, 716, 157
167, 48, 702, 143
168, 44, 682, 44
169, 91, 723, 177
170, 74, 703, 150
171, 35, 697, 141
172, 0, 685, 136
173, 84, 701, 190
174, 31, 688, 80
175, 91, 695, 160
176, 6, 681, 75
177, 16, 683, 79
178, 8, 676, 118
179, 111, 706, 243
180, 97, 682, 229
181, 71, 707, 170
182, 111, 691, 210
183, 64, 713, 129
184, 95, 678, 251
185, 81, 698, 189
186, 68, 721, 162
187, 39, 713, 176
188, 106, 674, 207
189, 53, 698, 62
190, 62, 715, 62
191, 9, 703, 9
192, 83, 686, 139
193, 49, 678, 49
194, 4, 702, 4
195, 90, 710, 207
196, 115, 692, 244
197, 23, 688, 251
198, 97, 682, 179
199, 88, 697, 202
200, 57, 685, 211
201, 108, 685, 201
202, 128, 688, 273
203, 47, 679, 74
204, 72, 704, 161
205, 99, 710, 181
206, 34, 690, 34
207, 88, 683, 248
208, 74, 689, 124
209, 110, 682, 272
210, 107, 685, 258
211, 29, 692, 126
212, 49, 674, 219
213, 11, 657, 237
214, 8, 677, 101
215, 95, 678, 214
216, 26, 685, 26
217, 62, 688, 264
218, 79, 691, 193
219, 106, 677, 194
220, 45, 703, 45
221, 115, 695, 221
222, 102, 701, 204
223, 84, 692, 214
224, 60, 687, 264
225, 21, 684, 127
226, 46, 695, 235
227, 108, 688, 233
228, 112, 689, 212
229, 119, 680, 249
230, 98, 677, 253
231, 50, 679, 121
232, 87, 696, 220
233, 46, 643, 46
234, 61, 685, 107
235, 78, 686, 225
236, 86, 678, 148
237, 19, 678, 227
238, 86, 694, 182
239, 78, 680, 175
240, 81, 664, 169
241, 135, 669, 297
242, 101, 667, 275
243, 128, 672, 290
244, 25, 674, 299
245, 117, 666, 248
246, 9, 681, 238
247, 80, 700, 210
248, 59, 694, 73
249, 138, 662, 309
250, 25, 675, 84
251, 64, 656, 298
252, 81, 670, 135
253, 119, 680, 260
254, 58, 708, 223
255, 133, 656, 283
256, 28, 670, 281
257, 123, 656, 259
258, 39, 681, 245
259, 124, 668, 267
260, 55, 678, 113
261, 103, 683, 187
262, 134, 659, 305
263, 122, 679, 257
264, 118, 662, 262
265, 41, 678, 241
266, 61, 675, 232
267, 98, 662, 206
268, 20, 680, 254
269, 102, 672, 313
270, 110, 678, 208
271, 121, 654, 256
272, 17, 653, 239
273, 96, 660, 250
274, 117, 664, 230
275, 95, 670, 172
276, 121, 666, 269
277, 99, 676, 199
278, 130, 660, 290
279, 70, 673, 115
280, 47, 670, 228
281, 85, 691, 174
282, 29, 651, 247
283, 93, 659, 195
284, 98, 651, 231
285, 84, 650, 146
286, 116, 656, 246
287, 67, 649, 287
288, 7, 649, 225
289, 114, 662, 270
290, 2, 671, 149
291, 133, 652, 304
292, 108, 660, 313
293, 118, 653, 234
294, 104, 659, 191
295, 127, 670, 268
296, 83, 655, 238
297, 123, 671, 289
298, 33, 646, 293
299, 43, 670, 242
300, 89, 651, 217
301, 103, 681, 203
302, 109, 636, 279
303, 32, 666, 240
304, 122, 648, 308
305, 148, 635, 339
306, 136, 638, 310
307, 110, 654, 235
308, 125, 639, 263
309, 10, 657, 304
310, 75, 640, 125
311, 129, 660, 309
312, 89, 644, 274
313, 26, 663, 286
314, 53, 644, 297
315, 33, 661, 64
316, 120, 653, 252
317, 31, 650, 255
318, 2, 639, 344
319, 96, 645, 273
320, 109, 641, 220
321, 79, 677, 280
322, 94, 655, 188
323, 1, 629, 328
324, 104, 653, 285
325, 131, 628, 310
326, 18, 651, 335
327, 113, 632, 242
328, 139, 642, 311
329, 126, 647, 271
330, 132, 649, 284
331, 105, 650, 266
332, 3, 662, 290
333, 130, 644, 278
334, 128, 651, 280
335, 107, 652, 294
336, 75, 626, 292
337, 36, 660, 301
338, 120, 647, 276
339, 103, 643, 288
340, 130, 645, 306
341, 127, 625, 282
342, 132, 628, 282
343, 129, 625, 277
344, 80, 630, 303
345, 123, 643, 262
346, 21, 621, 302
347, 127, 647, 314
348, 67, 674, 154
349, 124, 650, 261
350, 105, 616, 339
351, 113, 633, 213
352, 131, 637, 281
353, 99, 629, 300
354, 71, 646, 299
355, 118, 619, 322
356, 140, 620, 328
357, 122, 624, 324
358, 114, 644, 296
359, 74, 618, 332
360, 76, 619, 341
361, 59, 606, 333
362, 104, 612, 323
363, 126, 647, 268
364, 13, 609, 316
365, 129, 607, 337
366, 137, 628, 307
367, 79, 627, 306
368, 136, 630, 301
369, 133, 623, 334
370, 137, 607, 321
371, 140, 614, 348
372, 134, 625, 294
373, 138, 640, 319
374, 116, 648, 265
375, 12, 611, 346
376, 45, 623, 355
377, 50, 632, 322
378, 85, 601, 317
379, 145, 614, 338
380, 24, 617, 335
381, 106, 629, 269
382, 135, 603, 343
383, 132, 606, 320
384, 141, 608, 358
385, 142, 635, 328
386, 139, 635, 318
387, 113, 624, 313
388, 25, 634, 287
389, 137, 618, 312
390, 44, 624, 340
391, 66, 600, 256
392, 135, 594, 317
393, 142, 615, 344
394, 64, 617, 330
395, 93, 622, 344
396, 65, 616, 319
397, 48, 601, 351
398, 37, 644, 295
399, 134, 601, 341
400, 146, 614, 336
401, 91, 607, 291
402, 141, 603, 327
403, 66, 608, 362
404, 111, 619, 332
405, 101, 609, 339
406, 117, 627, 316
407, 147, 608, 338
408, 144, 600, 330
409, 81, 614, 358
410, 145, 605, 335
411, 29, 606, 323
412, 86, 617, 338
413, 125, 618, 276
414, 142, 600, 349
415, 141, 590, 359
416, 38, 598, 342
417, 69, 621, 331
418, 90, 620, 336
419, 149, 602, 350
420, 147, 595, 350
421, 135, 607, 349
422, 131, 605, 336
423, 66, 606, 342
424, 8, 589, 365
425, 139, 609, 326
426, 113, 613, 353
427, 47, 601, 346
428, 141, 593, 330
429, 17, 594, 353
430, 54, 615, 315
431, 139, 588, 359
432, 144, 621, 349
433, 33, 603, 359
434, 146, 573, 359
435, 4, 573, 364
436, 13, 598, 350
437, 109, 619, 325
438, 149, 584, 345
439, 150, 593, 362
440, 56, 563, 377
441, 124, 597, 341
442, 112, 571, 366
443, 104, 570, 372
444, 117, 576, 366
445, 152, 582, 368
446, 68, 596, 356
447, 44, 597, 352
448, 54, 589, 356
449, 147, 573, 363
450, 22, 555, 383
451, 30, 588, 365
452, 143, 583, 365
453, 144, 576, 354
454, 22, 569, 368
455, 143, 585, 351
456, 145, 579, 356
457, 126, 590, 360
458, 80, 586, 369
459, 63, 595, 363
460, 140, 596, 326
461, 126, 572, 371
462, 15, 600, 361
463, 143, 595, 329
464, 96, 556, 368
465, 119, 575, 365
466, 3, 568, 373
467, 100, 567, 384
468, 40, 563, 368
469, 91, 559, 379
470, 110, 564, 372
471, 115, 569, 370
472, 57, 547, 368
473, 121, 567, 363
474, 151, 588, 365
475, 12, 571, 367
476, 57, 582, 358
477, 77, 589, 364
478, 89, 549, 371
479, 65, 576, 347
480, 138, 596, 359
481, 91, 543, 369
482, 123, 569, 374
483, 140, 582, 365
484, 21, 581, 372
485, 87, 576, 373
486, 28, 546, 381
487, 150, 545, 371
488, 19, 569, 377
489, 88, 569, 357
490, 111, 561, 367
491, 45, 552, 382
492, 129, 552, 382
493, 137, 564, 381
494, 6, 569, 373
495, 153, 566, 381
496, 114, 571, 374
497, 52, 578, 365
498, 94, 567, 354
499, 136, 558, 380
500, 112, 530, 387
501, 141, 567, 375
502, 77, 559, 374
503, 23, 549, 390
504, 27, 542, 383
505, 24, 521, 385
506, 34, 534, 378
507, 82, 546, 381
508, 132, 559, 379
509, 50, 553, 373
510, 30, 533, 386
511, 120, 555, 384
512, 90, 552, 370
513, 40, 560, 367
514, 150, 542, 390
515, 62, 537, 386
516, 120, 568, 371
517, 32, 564, 383
518, 70, 540, 387
519, 84, 538, 386
520, 26, 543, 376
521, 18, 566, 379
522, 124, 547, 382
523, 31, 540, 382
524, 92, 550, 386
525, 14, 545, 389
526, 2, 535, 387
527, 147, 566, 378
528, 151, 553, 372
529, 125, 535, 386
530, 59, 544, 388
531, 149, 538, 390
532, 116, 525, 386
533, 69, 538, 388
534, 146, 536, 388
535, 127, 526, 387
536, 101, 543, 387
537, 105, 527, 389
538, 48, 535, 388
539, 148, 548, 373
540, 140, 536, 386
541, 79, 557, 382
542, 93, 555, 383
543, 49, 512, 386
544, 134, 536, 382
545, 118, 531, 389
546, 96, 533, 388
547, 96, 536, 385
548, 148, 543, 374
549, 106, 517, 387
550, 38, 531, 386
551, 10, 509, 388
552, 21, 504, 389
553, 125, 536, 387
554, 84, 517, 388
555, 115, 536, 385
556, 81, 509, 389
557, 48, 536, 386
558, 107, 546, 386
559, 4, 518, 386
560, 0, 527, 376
