1000, 400000, RANDOM, UNIFORM, SMALLEST_ORIGINAL_DEGREE_LAST
Vertex, Color, Original degree, Total colors used, Avg. original degree
0, 44, 810, 2e+02, 800
1, 169, 795
2, 225, 778
3, 69, 810
4, 72, 809
5, 193, 791
6, 167, 792
7, 34, 799
8, 35, 802
9, 122, 801
10, 161, 781
11, 18, 811
12, 45, 813
13, 15, 806
14, 19, 819
15, 54, 808
16, 14, 816
17, 69, 802
18, 226, 774
19, 32, 818
20, 53, 810
21, 154, 798
22, 27, 813
23, 166, 795
24, 176, 790
25, 19, 802
26, 24, 815
27, 93, 802
28, 98, 806
29, 217, 785
30, 37, 817
31, 221, 784
32, 13, 800
33, 170, 796
34, 156, 798
35, 100, 801
36, 11, 826
37, 103, 805
38, 225, 771
39, 198, 781
40, 182, 789
41, 91, 775
42, 200, 790
43, 176, 795
44, 162, 797
45, 177, 795
46, 176, 795
47, 235, 765
48, 34, 816
49, 223, 783
50, 166, 786
51, 180, 794
52, 24, 821
53, 44, 815
54, 152, 798
55, 109, 791
56, 138, 800
57, 106, 802
58, 91, 806
59, 89, 807
60, 199, 783
61, 208, 780
62, 54, 813
63, 11, 810
64, 167, 768
65, 219, 784
66, 158, 790
67, 181, 794
68, 139, 797
69, 16, 822
70, 170, 793
71, 179, 794
72, 158, 780
73, 14, 824
74, 57, 812
75, 96, 805
76, 141, 800
77, 15, 824
78, 41, 814
79, 165, 787
80, 134, 801
81, 163, 796
82, 204, 779
83, 42, 815
84, 159, 797
85, 40, 811
86, 177, 795
87, 133, 798
88, 62, 803
89, 163, 797
90, 51, 813
91, 90, 796
92, 182, 794
93, 135, 801
94, 63, 810
95, 54, 813
96, 118, 801
97, 117, 803
98, 218, 784
99, 142, 800
100, 139, 798
101, 28, 819
102, 211, 787
103, 135, 800
104, 27, 818
105, 33, 818
106, 143, 800
107, 5, 833
108, 157, 798
109, 209, 785
110, 151, 797
111, 76, 795
112, 43, 784
113, 157, 798
114, 138, 798
115, 29, 808
116, 81, 808
117, 171, 796
118, 209, 787
119, 102, 805
120, 205, 787
121, 134, 799
122, 177, 793
123, 2, 816
124, 32, 812
125, 216, 782
126, 117, 802
127, 62, 810
128, 224, 780
129, 109, 804
130, 183, 793
131, 74, 809
132, 80, 803
133, 161, 797
134, 163, 793
135, 115, 800
136, 122, 796
137, 118, 803
138, 25, 821
139, 35, 813
140, 150, 793
141, 116, 789
142, 2, 835
143, 100, 805
144, 67, 796
145, 58, 812
146, 56, 810
147, 26, 821
148, 75, 790
149, 90, 807
150, 208, 787
151, 209, 780
152, 70, 788
153, 198, 784
154, 158, 798
155, 75, 799
156, 77, 809
157, 162, 797
158, 148, 789
159, 198, 789
160, 17, 815
161, 9, 828
162, 60, 809
163, 53, 810
164, 76, 800
165, 156, 798
166, 143, 799
167, 63, 806
168, 119, 803
169, 196, 785
170, 144, 800
171, 99, 805
172, 212, 787
173, 148, 799
174, 104, 805
175, 0, 839
176, 186, 789
177, 178, 795
178, 21, 819
179, 153, 786
180, 58, 809
181, 7, 824
182, 51, 801
183, 76, 792
184, 77, 809
185, 0, 815
186, 164, 790
187, 222, 761
188, 201, 790
189, 140, 788
190, 103, 805
191, 6, 809
192, 37, 816
193, 149, 798
194, 136, 800
195, 128, 800
196, 123, 802
197, 17, 822
198, 228, 779
199, 21, 783
200, 149, 799
201, 181, 793
202, 70, 810
203, 104, 801
204, 234, 774
205, 132, 800
206, 94, 780
207, 204, 789
208, 74, 801
209, 64, 789
210, 39, 816
211, 75, 805
212, 235, 766
213, 150, 799
214, 147, 799
215, 5, 799
216, 92, 779
217, 223, 782
218, 101, 805
219, 59, 812
220, 93, 806
221, 60, 812
222, 117, 803
223, 65, 810
224, 201, 789
225, 69, 801
226, 12, 818
227, 112, 801
228, 110, 804
229, 78, 809
230, 218, 785
231, 28, 815
232, 122, 802
233, 219, 785
234, 146, 799
235, 16, 802
236, 218, 785
237, 68, 808
238, 172, 796
239, 146, 799
240, 183, 793
241, 133, 801
242, 69, 807
243, 113, 787
244, 102, 790
245, 141, 800
246, 110, 804
247, 55, 805
248, 15, 797
249, 185, 791
250, 173, 795
251, 61, 809
252, 212, 781
253, 193, 788
254, 120, 803
255, 125, 802
256, 225, 755
257, 61, 812
258, 130, 794
259, 74, 807
260, 73, 809
261, 48, 814
262, 12, 823
263, 105, 805
264, 29, 803
265, 135, 801
266, 148, 798
267, 54, 811
268, 38, 815
269, 2, 807
270, 129, 801
271, 193, 791
272, 164, 791
273, 126, 802
274, 153, 797
275, 164, 797
276, 176, 793
277, 79, 809
278, 192, 771
279, 71, 810
280, 83, 806
281, 13, 799
282, 165, 797
283, 12, 787
284, 3, 829
285, 87, 806
286, 200, 790
287, 214, 781
288, 5, 832
289, 64, 780
290, 149, 799
291, 78, 800
292, 127, 802
293, 35, 815
294, 107, 804
295, 108, 802
296, 98, 806
297, 186, 788
298, 152, 788
299, 214, 786
300, 191, 792
301, 33, 786
302, 65, 811
303, 34, 815
304, 172, 787
305, 174, 787
306, 205, 789
307, 116, 780
308, 200, 786
309, 127, 800
310, 120, 801
311, 187, 790
312, 28, 820
313, 95, 806
314, 202, 790
315, 10, 827
316, 109, 804
317, 50, 792
318, 132, 799
319, 80, 809
320, 134, 800
321, 134, 801
322, 173, 796
323, 151, 799
324, 206, 789
325, 3, 835
326, 90, 807
327, 104, 805
328, 59, 811
329, 16, 823
330, 180, 794
331, 27, 811
332, 15, 822
333, 156, 783
334, 94, 806
335, 26, 816
336, 194, 790
337, 224, 782
338, 10, 817
339, 17, 821
340, 142, 782
341, 177, 786
342, 38, 811
343, 9, 803
344, 226, 779
345, 66, 811
346, 97, 806
347, 90, 806
348, 118, 802
349, 119, 801
350, 59, 755
351, 12, 815
352, 26, 806
353, 196, 781
354, 201, 780
355, 63, 795
356, 116, 800
357, 128, 800
358, 131, 799
359, 213, 786
360, 49, 808
361, 207, 785
362, 38, 817
363, 217, 785
364, 112, 797
365, 8, 816
366, 215, 786
367, 46, 814
368, 76, 804
369, 99, 805
370, 131, 800
371, 79, 804
372, 219, 767
373, 162, 775
374, 196, 788
375, 77, 799
376, 17, 799
377, 123, 799
378, 232, 766
379, 152, 799
380, 206, 786
381, 22, 821
382, 143, 768
383, 8, 829
384, 192, 792
385, 204, 787
386, 105, 802
387, 127, 800
388, 111, 804
389, 72, 810
390, 87, 802
391, 229, 777
392, 188, 792
393, 24, 819
394, 172, 795
395, 106, 805
396, 155, 784
397, 215, 782
398, 23, 821
399, 156, 797
400, 115, 779
401, 92, 806
