1000, 125000, RANDOM, YOURS, SMALLEST_LAST
Vertex, Color, Original degree, Degree when deleted, Total colors used, Avg. original degree, Max degree when deleted, Terminal clique size, Ordering runtime
0, 7, 95, 95, 6e+01, 250, 2e+02, 9, 36670000
1, 0, 90, 89
2, 1, 83, 83
3, 9, 104, 102
4, 5, 110, 108
5, 19, 97, 97
6, 5, 93, 92
7, 5, 108, 105
8, 2, 107, 107
9, 8, 108, 107
10, 15, 94, 94
11, 0, 111, 110
12, 2, 103, 101
13, 5, 102, 101
14, 7, 89, 88
15, 6, 99, 98
16, 8, 97, 96
17, 12, 97, 97
18, 11, 115, 108
19, 21, 114, 113
20, 19, 100, 99
21, 4, 91, 91
22, 10, 113, 109
23, 10, 99, 99
24, 0, 114, 109
25, 1, 96, 96
26, 20, 102, 101
27, 21, 100, 99
28, 7, 122, 118
29, 7, 124, 118
30, 6, 118, 114
31, 14, 121, 118
32, 16, 108, 105
33, 14, 125, 115
34, 3, 117, 115
35, 6, 113, 108
36, 8, 112, 108
37, 3, 112, 110
38, 3, 118, 116
39, 4, 122, 116
40, 4, 120, 117
41, 12, 114, 111
42, 9, 109, 108
43, 12, 114, 110
44, 36, 121, 115
45, 1, 104, 103
46, 13, 128, 121
47, 12, 117, 114
48, 13, 106, 105
49, 24, 115, 109
50, 10, 114, 110
51, 16, 116, 111
52, 17, 134, 126
53, 3, 126, 118
54, 1, 137, 126
55, 8, 126, 123
56, 1, 119, 113
57, 13, 119, 113
58, 32, 128, 118
59, 1, 104, 102
60, 32, 134, 124
61, 19, 134, 124
62, 2, 114, 109
63, 5, 122, 117
64, 1, 133, 126
65, 25, 134, 125
66, 4, 125, 119
67, 18, 137, 128
68, 20, 139, 129
69, 7, 122, 117
70, 8, 139, 130
71, 5, 139, 128
72, 10, 125, 119
73, 10, 134, 124
74, 27, 138, 130
75, 18, 125, 119
76, 9, 128, 123
77, 22, 130, 124
78, 5, 118, 112
79, 18, 146, 137
80, 20, 147, 132
81, 2, 146, 136
82, 4, 140, 129
83, 14, 148, 136
84, 26, 139, 127
85, 11, 140, 131
86, 16, 158, 138
87, 20, 155, 138
88, 1, 142, 131
89, 19, 146, 134
90, 55, 159, 142
91, 39, 138, 128
92, 46, 137, 129
93, 5, 145, 133
94, 26, 132, 125
95, 6, 156, 137
96, 43, 153, 136
97, 43, 151, 137
98, 20, 144, 129
99, 11, 143, 133
100, 37, 156, 141
101, 0, 165, 146
102, 10, 156, 140
103, 9, 154, 139
104, 5, 154, 133
105, 19, 163, 146
106, 24, 141, 128
107, 17, 167, 148
108, 9, 162, 145
109, 42, 169, 149
110, 27, 151, 137
111, 4, 162, 145
112, 8, 156, 139
113, 13, 180, 153
114, 2, 171, 149
115, 1, 157, 142
116, 10, 150, 136
117, 16, 154, 139
118, 31, 166, 149
119, 19, 181, 153
120, 14, 160, 142
121, 27, 172, 151
122, 10, 170, 147
123, 28, 171, 147
124, 0, 173, 148
125, 16, 170, 150
126, 22, 165, 144
127, 6, 162, 144
128, 4, 180, 149
129, 25, 166, 145
130, 7, 180, 154
131, 3, 169, 148
132, 25, 160, 141
133, 12, 171, 148
134, 43, 180, 152
135, 6, 173, 147
136, 37, 183, 156
137, 44, 185, 153
138, 5, 184, 153
139, 25, 176, 151
140, 21, 195, 157
141, 21, 194, 159
142, 3, 199, 158
143, 28, 183, 154
144, 52, 178, 154
145, 40, 178, 149
146, 10, 192, 157
147, 43, 188, 159
148, 48, 179, 154
149, 36, 180, 154
150, 34, 181, 155
151, 13, 179, 149
152, 11, 175, 147
153, 27, 204, 160
154, 52, 182, 155
